name_similarity,age_difference,same_gender,height_difference,weight_difference,same_hair_colour,same_eye_colour,client_match_label
1.0,6,1,0.0,0.0,0,0,0
1.0,42,1,0.0,0.0,0,0,0
1.0,7,1,0.0,103.0,0,0,0
0.2857142857142857,24,0,0.0,0.0,0,0,0
1.0,20,0,0.0,91.0,0,0,0
1.0,3,0,0.0,61.0,0,0,0
0.3333333333333333,2,1,0.0,0.0,0,0,0
0.4,23,0,0.0,0.0,0,0,0
1.0,24,1,0.0,0.0,0,0,0
0.2222222222222222,1,1,0.0,0.0,0,0,0
0.2,3,1,0.0,65.0,0,0,0
1.0,2,1,0.0,0.0,0,0,0
1.0,28,1,0.050000000000000044,70.0,0,0,0
1.0,5,1,0.0,0.0,0,0,0
1.0,1,1,0.040000000000000036,45.0,0,0,0
0.37037037037037035,0,1,0.0,70.0,0,0,0
1.0,2,0,0.0,0.0,0,0,0
0.0975609756097561,21,0,0.0,0.0,0,0,0
1.0,21,0,0.0,0.0,0,0,0
1.0,5,1,0.0,0.0,0,0,0
1.0,13,1,0.0,0.0,0,0,0
1.0,29,1,0.0,55.0,0,0,0
0.2222222222222222,26,1,0.1299999999999999,12.0,0,1,0
0.13636363636363635,24,1,0.0,0.0,0,0,0
0.09090909090909091,10,0,0.1399999999999999,54.0,0,0,0
1.0,21,0,0.0,0.0,0,0,0
1.0,26,0,0.0,0.0,0,0,0
1.0,2,0,0.0,0.0,0,0,0
1.0,2,0,0.0,0.0,0,0,0
1.0,12,1,0.0,0.0,0,0,0
1.0,6,0,0.0,0.0,0,0,0
1.0,29,1,0.0,80.0,0,0,0
1.0,8,1,0.0,0.0,0,0,0
1.0,21,1,0.010000000000000009,80.0,0,0,0
0.4,11,1,0.0,0.0,1,0,0
0.3684210526315789,11,1,0.0,0.0,0,0,0
1.0,23,1,0.0,0.0,0,0,0
1.0,21,1,0.0,0.0,0,0,0
0.20512820512820512,12,1,0.0,80.0,1,0,0
1.0,4,1,0.0,95.0,1,1,0
1.0,48,1,0.0,0.0,0,0,0
1.0,5,0,0.0,0.0,0,0,0
0.2608695652173913,19,1,0.0,0.0,0,0,0
1.0,17,1,0.15999999999999992,0.0,1,0,0
0.4117647058823529,23,1,0.0,85.0,0,0,0
0.32,10,1,0.0,0.0,0,0,0
0.34782608695652173,10,1,0.0,0.0,0,0,0
0.35294117647058826,10,1,0.0,0.0,0,0,0
1.0,7,1,0.0,0.0,0,0,0
0.15384615384615385,5,0,0.0,62.0,0,0,0
0.25,19,0,0.0,0.0,0,0,0
1.0,13,1,0.010000000000000009,85.0,0,0,0
0.2702702702702703,7,1,0.0,0.0,0,0,0
1.0,9,1,0.0,0.0,0,0,0
1.0,18,1,0.0,0.0,0,0,0
1.0,20,1,0.0,5.0,0,0,0
1.0,0,1,0.0,0.0,0,0,1
1.0,0,1,0.0,0.0,1,1,1
0.2777777777777778,13,1,0.0,61.0,0,0,0
0.41379310344827586,3,1,0.050000000000000044,0.0,1,0,0
0.4,20,1,0.0,0.0,0,0,0
0.4,12,1,0.0,0.0,0,0,0
1.0,21,1,0.0,0.0,0,0,0
1.0,0,1,0.0,0.0,0,0,1
0.20689655172413793,13,1,0.0,0.0,0,0,0
1.0,36,1,0.050000000000000044,0.5,0,0,0
1.0,0,1,0.0,0.0,1,1,1
1.0,6,1,0.020000000000000018,0.0,0,0,0
1.0,11,1,0.0,60.0,0,0,0
0.25,4,1,0.0,0.0,0,0,0
0.9655172413793104,2,1,0.015243719857318982,0.0,1,1,1
1.0,8,1,0.0,0.0,0,0,0
1.0,21,0,0.0,65.0,0,0,0
0.1935483870967742,26,1,0.0,82.0,0,1,0
1.0,6,0,0.0,0.0,0,0,0
0.21052631578947367,39,0,0.0,0.0,0,0,0
0.2222222222222222,0,1,0.0,0.0,0,0,0
0.3870967741935484,11,1,0.0,0.0,0,0,0
1.0,35,1,0.0,0.0,0,0,0
1.0,45,1,0.0,0.0,0,0,0
0.12121212121212122,10,0,0.0,60.0,0,0,0
0.2222222222222222,53,1,0.0,54.0,0,0,0
1.0,2,0,0.0,0.0,0,0,0
0.22857142857142856,1,1,0.0,0.0,0,0,0
0.9767441860465116,3,1,0.0244133984525845,0.0,0,0,1
0.35,8,1,0.07999999999999985,26.0,0,0,0
0.3333333333333333,7,0,0.0,0.0,0,0,0
0.25,2,1,0.0,0.0,0,0,0
0.46153846153846156,42,1,0.08000000000000007,87.0,0,0,0
1.0,3,1,0.0,68.0,0,0,0
1.0,33,0,0.11999999999999988,0.0,1,0,0
0.2962962962962963,14,1,0.0,0.0,0,0,0
1.0,0,1,0.050000000000000044,0.0,0,1,0
1.0,39,1,0.0,0.0,0,0,0
1.0,1,1,0.0,0.0,0,0,0
0.35714285714285715,17,0,0.0,0.0,0,0,0
0.15384615384615385,15,1,0.0,68.0,0,0,0
0.17142857142857143,3,0,0.0,0.0,0,0,0
0.26666666666666666,4,1,0.0,0.0,0,0,0
0.3225806451612903,21,1,0.0,0.0,0,0,0
1.0,11,0,0.0,0.0,0,0,0
0.1875,21,0,0.0,0.0,0,0,0
1.0,22,1,0.16999999999999993,0.0,0,0,0
1.0,7,0,0.0,0.0,1,0,0
1.0,0,1,0.0,0.0,1,1,1
1.0,0,1,0.0,0.0,1,0,0
1.0,46,1,0.0,81.0,1,0,0
1.0,19,1,0.0,0.0,0,0,0
0.25,3,1,0.0,85.0,0,0,0
1.0,0,1,0.0,0.0,0,0,0
0.29411764705882354,9,1,0.0,58.5,0,0,0
1.0,9,1,0.0,0.0,0,0,0
0.2962962962962963,3,0,0.0,90.0,0,0,0
1.0,20,1,0.0,0.0,0,0,0
0.25,11,1,0.0,0.0,0,0,0
0.3870967741935484,25,1,0.0,0.0,0,0,0
0.3333333333333333,29,0,0.0,0.0,1,0,0
0.24242424242424243,32,0,0.0,0.0,0,0,0
0.3673469387755102,10,1,0.0,0.0,0,0,0
0.29411764705882354,40,1,0.0,0.0,0,0,0
0.35294117647058826,8,0,0.0,60.0,0,0,0
0.3888888888888889,17,0,0.0,0.0,0,0,0
1.0,18,1,0.17000000000000015,84.0,0,0,0
0.8947368421052632,0,1,0.02225109157951244,0.0,0,1,1
1.0,25,1,0.050000000000000044,60.0,0,1,0
0.24242424242424243,7,1,0.0,0.0,0,0,0
1.0,20,1,0.0,0.0,0,1,0
0.4,7,1,0.0,0.0,1,0,0
1.0,0,1,0.0,0.0,0,0,1
0.96,1,1,0.0,0.0,0,0,1
0.37037037037037035,0,1,0.06000000000000005,90.0,0,0,0
1.0,7,1,0.0,0.0,0,0,0
0.2962962962962963,3,1,0.0,0.0,0,0,0
0.3333333333333333,11,0,0.0,0.0,0,0,0
0.24,12,0,0.050000000000000044,0.0,0,0,0
1.0,33,1,0.0,0.0,0,0,0
0.1875,7,0,0.0,0.0,1,0,0
0.3333333333333333,4,1,0.0,0.0,0,0,0
0.9375,2,1,0.00441747998712283,0.0,1,1,1
1.0,0,1,0.0,0.0,1,1,1
0.5161290322580645,4,0,0.04999999999999982,0.0,0,0,0
1.0,0,1,0.0,0.0,0,1,1
1.0,38,1,0.020000000000000018,9.0,0,0,0
1.0,16,1,0.0,0.0,1,1,0
0.9,2,1,0.0,0.0,0,0,1
0.2926829268292683,4,1,0.0,0.0,1,0,0
0.20689655172413793,28,1,0.1200000000000001,85.0,0,0,0
1.0,9,0,0.0,55.0,0,0,0
0.26666666666666666,20,0,0.0,63.0,0,0,0
0.34782608695652173,7,1,0.0,0.0,0,0,0
0.2631578947368421,8,1,0.1200000000000001,70.0,0,0,0
1.0,5,1,0.0,0.0,0,0,0
0.21052631578947367,9,1,0.0,0.0,0,1,0
1.0,0,1,0.0,0.0,1,1,1
1.0,0,1,0.0,0.0,1,0,1
0.36363636363636365,28,1,0.0,80.0,0,0,0
0.9696969696969697,1,1,0.0,0.0,0,0,1
0.3111111111111111,12,1,0.0,0.0,0,0,0
0.13793103448275862,7,1,0.0,0.0,0,0,0
1.0,7,1,0.0,0.0,0,0,0
0.36363636363636365,0,1,0.0,25.0,0,0,0
0.3333333333333333,41,0,0.0,0.0,0,0,0
0.36363636363636365,3,0,0.0,0.0,0,0,0
0.2962962962962963,7,1,0.050000000000000044,0.0,0,0,0
1.0,0,1,0.0,0.0,0,0,1
1.0,13,1,0.0,20.0,0,0,0
0.25,33,1,0.0,0.0,0,0,0
1.0,6,1,0.0,0.0,1,0,0
1.0,2,1,0.0,0.0,0,0,0
0.5909090909090909,3,1,0.0,70.0,0,0,0
0.3076923076923077,27,1,0.0,0.0,0,0,0
0.3125,19,0,0.0,0.0,0,0,0
1.0,18,1,0.0,80.0,0,0,0
0.13333333333333333,4,1,0.08000000000000007,0.0,0,0,0
1.0,46,0,0.0,0.0,0,0,0
1.0,4,1,0.20999999999999996,67.0,0,0,0
1.0,20,1,0.0,0.0,0,0,0
0.15384615384615385,13,1,0.0,0.0,0,0,0
1.0,13,1,0.0,0.0,0,0,0
0.4,3,0,0.0,0.0,1,0,0
0.3076923076923077,15,1,0.08000000000000007,0.0,0,0,0
1.0,0,1,0.0,5.0,0,0,0
1.0,10,1,0.0,0.0,0,0,0
0.23076923076923078,15,1,0.0,0.0,0,0,0
1.0,33,1,0.0,0.0,1,0,0
0.21621621621621623,2,1,0.0,0.0,0,0,0
1.0,11,0,0.0,70.0,0,0,0
0.24,5,1,0.0,0.0,0,0,0
0.2777777777777778,18,1,0.0,0.0,0,0,0
0.20408163265306123,30,1,0.07000000000000006,0.0,0,0,0
1.0,4,1,0.0,0.0,0,0,0
1.0,10,1,0.0,0.0,0,0,0
0.42105263157894735,24,1,0.0,0.0,0,0,0
0.3125,6,1,0.0,0.0,0,0,0
1.0,5,1,0.0,120.0,0,0,0
1.0,16,0,0.0,0.0,0,0,0
0.18181818181818182,11,1,0.0,0.0,0,0,0
0.09302325581395349,8,1,0.0,73.0,0,0,0
1.0,7,0,0.0,82.0,0,0,0
0.23809523809523808,9,0,0.0,81.0,0,0,0
1.0,2,1,0.0,0.0,0,0,0
1.0,3,1,0.08000000000000007,60.0,0,0,0
1.0,33,1,0.0,0.0,0,0,0
0.375,13,1,0.0,68.0,0,0,0
0.4827586206896552,37,0,0.0,0.0,0,0,0
1.0,3,1,0.0,50.0,0,0,0
1.0,4,1,0.0,0.0,1,0,0
1.0,1,1,0.0,0.0,0,0,0
1.0,4,1,0.0,0.0,0,0,0
0.07142857142857142,1,1,0.0,0.0,0,0,0
1.0,0,1,0.0,0.0,1,1,1
1.0,9,1,0.0,0.0,0,0,0
0.09523809523809523,13,1,0.0,0.0,0,0,0
0.34782608695652173,4,1,0.0,0.0,0,0,0
1.0,2,0,0.0,0.0,0,0,0
0.21739130434782608,6,1,0.0,60.0,0,1,0
1.0,9,1,0.0,0.0,0,0,0
0.34146341463414637,19,1,0.0,0.0,0,0,0
0.14634146341463414,5,1,0.0,0.0,1,0,0
1.0,0,1,0.0,0.0,1,0,1
1.0,5,0,0.0,72.0,0,0,0
1.0,25,1,0.0,0.0,0,0,0
1.0,4,1,0.0,0.0,0,0,0
1.0,47,1,0.029999999999999805,58.0,0,0,0
1.0,12,1,0.25,55.0,0,0,0
0.1935483870967742,7,1,0.0,0.0,0,0,0
0.14285714285714285,19,1,0.07000000000000006,88.5,0,0,0
0.35555555555555557,3,1,0.0,0.0,0,0,0
0.35714285714285715,33,1,0.0,0.0,0,1,0
1.0,27,1,0.0,70.0,0,0,0
0.4,3,0,0.0,0.0,1,0,0
0.13793103448275862,18,1,0.0,0.0,0,0,0
1.0,0,1,0.0,0.0,1,1,1
0.2962962962962963,5,1,0.030000000000000027,0.0,0,0,0
1.0,17,1,0.0,0.0,0,0,0
1.0,2,0,0.0,0.0,1,0,0
0.37037037037037035,20,1,0.07000000000000006,0.0,0,0,0
0.29411764705882354,4,1,0.0,0.0,0,0,0
0.42424242424242425,4,1,0.0,0.0,0,0,0
1.0,2,1,0.0,0.0,1,0,0
1.0,12,1,0.050000000000000044,75.0,0,0,0
0.125,8,0,0.0,0.0,0,0,0
1.0,19,0,0.0,0.0,0,0,0
1.0,0,1,0.0,0.0,0,0,1
1.0,36,1,0.0,0.0,0,0,0
0.17391304347826086,30,0,0.11999999999999988,0.0,0,0,0
0.27906976744186046,9,1,0.0,0.0,0,0,0
1.0,24,0,0.0,113.0,0,0,0
1.0,11,1,0.0,82.0,0,0,0
1.0,17,1,0.0,0.0,0,0,0
1.0,7,1,0.0,70.0,0,0,0
1.0,10,0,0.0,0.0,0,0,0
0.18604651162790697,7,1,0.0,0.0,0,0,0
0.21739130434782608,3,1,0.0,0.0,0,0,0
1.0,10,1,0.10000000000000009,0.0,0,0,0
1.0,10,0,0.0,0.0,0,0,0
0.30303030303030304,9,0,0.1399999999999999,0.0,0,0,0
0.23076923076923078,23,0,0.0,0.0,0,0,0
1.0,10,1,0.0,0.0,0,0,0
1.0,5,0,0.0,0.0,0,0,0
0.4,10,1,0.0,19.0,0,0,0
1.0,1,1,0.1299999999999999,0.0,0,0,0
1.0,2,0,0.22999999999999998,0.0,1,0,0
0.38461538461538464,2,0,0.0,0.0,0,0,0
0.4,19,1,0.0,100.0,0,0,0
0.4,4,1,0.0,0.0,0,0,0
0.32,4,1,0.0,0.0,0,0,0
0.3684210526315789,1,1,0.0,0.0,0,0,0
1.0,0,1,0.0,85.0,0,0,0
1.0,18,1,0.010000000000000009,0.0,0,0,0
0.4444444444444444,3,1,0.050000000000000044,0.0,0,0,0
1.0,18,1,0.0,0.0,0,0,0
0.35714285714285715,6,0,0.0,0.0,0,0,0
1.0,6,1,0.0,73.0,0,0,0
1.0,6,1,0.0,0.0,0,0,0
1.0,1,1,0.0,0.0,0,0,0
0.2962962962962963,0,1,0.0,0.0,0,0,0
0.3783783783783784,4,1,0.050000000000000044,68.0,0,0,0
0.13793103448275862,6,1,0.0,0.0,0,0,0
1.0,26,1,0.13000000000000012,81.0,0,0,0
0.32,4,1,0.0,0.0,0,0,0
1.0,32,1,0.0,0.0,0,0,0
0.1276595744680851,3,1,0.1200000000000001,0.0,0,0,0
0.9545454545454546,0,1,0.0,0.0,1,1,1
1.0,22,0,0.0,0.0,0,0,0
1.0,0,1,0.0,0.0,1,0,1
1.0,12,1,0.0,0.0,0,0,0
1.0,4,1,0.0,0.0,0,0,0
1.0,0,1,0.0,0.0,0,0,1
1.0,4,1,0.0,60.0,0,0,0
0.29411764705882354,31,0,0.20000000000000018,82.0,0,0,0
1.0,0,1,0.0,0.0,0,0,1
1.0,0,1,0.0,0.0,0,0,1
1.0,12,1,0.0,0.0,0,0,0
0.3157894736842105,16,1,0.0,75.0,0,0,0
1.0,6,1,0.0,65.0,0,0,0
0.34285714285714286,10,0,0.0,0.0,0,0,0
1.0,16,1,0.0,70.0,0,0,0
0.17142857142857143,1,1,0.10000000000000009,0.0,0,0,0
0.1875,12,1,0.050000000000000044,75.0,0,0,0
0.1875,28,1,0.0,0.0,0,0,0
1.0,0,1,0.0,0.0,0,0,0
1.0,0,1,0.0,0.0,1,1,1
1.0,11,0,0.0,0.0,0,0,0
0.5714285714285714,1,1,0.0,0.0,0,0,1
0.3448275862068966,0,1,0.0,0.0,0,0,0
1.0,14,1,0.0,0.0,0,0,0
0.2222222222222222,4,1,0.020000000000000018,0.0,0,0,0
1.0,0,1,0.0,0.0,0,0,0
1.0,0,0,0.0,10.0,1,0,0
0.30303030303030304,0,1,0.0,70.0,0,0,0
1.0,23,1,0.06000000000000005,60.0,1,0,0
0.24,6,1,0.0,0.0,0,0,0
1.0,1,1,0.10000000000000009,0.0,0,0,0
0.3333333333333333,16,1,0.10000000000000009,0.0,0,1,0
0.2857142857142857,0,1,0.08000000000000007,0.0,0,0,0
1.0,10,1,0.0,0.0,0,0,0
1.0,12,1,0.0,0.0,0,0,0
0.30303030303030304,9,1,0.0,0.0,0,0,0
0.45714285714285713,8,0,0.0,0.0,0,0,0
1.0,16,1,0.0,0.0,0,0,0
0.13333333333333333,5,1,0.0,73.0,0,0,0
0.2916666666666667,3,1,0.09000000000000008,0.0,0,0,0
1.0,6,1,0.0,0.0,1,1,0
1.0,20,1,0.0,0.0,0,0,0
1.0,0,1,0.030000000000000027,65.0,0,0,0
0.9,0,1,0.0071625180971455205,0.0,1,0,1
1.0,19,1,0.0,0.0,0,0,0
0.37037037037037035,21,0,0.0,0.0,0,0,0
1.0,24,1,0.0,0.0,0,0,0
0.125,23,1,0.0,0.0,0,0,0
1.0,22,1,0.0,0.0,0,0,0
1.0,8,1,0.0,0.0,0,0,0
1.0,14,1,0.0,0.0,1,1,0
0.13793103448275862,0,0,0.0,55.0,1,0,0
0.2857142857142857,14,1,0.0,60.0,0,0,0
1.0,10,1,0.0,0.0,1,0,0
0.2727272727272727,28,1,0.0,0.0,0,0,0
0.26666666666666666,2,1,0.030000000000000027,0.0,1,0,0
1.0,0,1,0.0,0.0,1,1,1
0.35,0,1,0.0,0.0,0,0,0
1.0,13,0,0.0,5.0,0,0,0
1.0,3,1,0.0,0.0,0,0,0
0.3448275862068966,0,0,0.0,0.0,0,0,0
1.0,0,1,0.0,0.0,0,0,0
0.3,0,1,0.0,0.0,0,0,0
0.9375,0,1,0.02815500415986194,0.0,1,0,1
0.3829787234042553,8,1,0.0,0.0,0,0,0
1.0,9,1,0.0,0.0,0,0,0
0.2916666666666667,12,0,0.0,0.0,0,0,0
0.2962962962962963,5,1,0.0,0.0,0,0,0
1.0,5,1,0.0,0.0,0,0,0
1.0,0,1,0.0,60.0,1,0,0
1.0,24,0,0.0,0.0,1,0,0
0.2857142857142857,28,1,0.030000000000000027,0.0,0,0,0
1.0,36,1,0.0,18.0,0,0,0
0.9714285714285714,0,1,0.0,0.0,1,1,1
1.0,8,1,0.0,0.0,0,0,0
1.0,0,1,0.0,0.0,0,0,1
1.0,2,1,0.0,0.0,0,0,0
1.0,0,1,0.0,0.0,0,0,1
1.0,8,0,0.10000000000000009,61.0,0,0,0
0.12903225806451613,5,1,0.0,0.0,0,0,0
0.2222222222222222,2,1,0.22999999999999998,0.0,0,0,0
0.24242424242424243,19,0,0.15000000000000013,0.0,0,0,0
1.0,4,1,0.0,0.0,0,0,0
0.21428571428571427,0,1,0.0,0.0,1,0,0
0.27586206896551724,0,1,0.0,67.0,0,0,0
1.0,17,0,0.08000000000000007,0.0,0,0,0
0.4444444444444444,21,0,0.0,0.0,0,0,0
1.0,0,0,0.0,0.0,0,0,0
1.0,9,0,0.040000000000000036,0.0,0,0,0
1.0,10,0,0.0,0.0,1,0,0
1.0,4,1,0.0,0.0,0,0,0
1.0,16,0,0.19999999999999996,60.0,0,0,0
0.2962962962962963,3,1,0.0,0.0,0,0,0
0.23076923076923078,8,1,0.050000000000000044,82.0,1,1,0
1.0,2,1,0.0,0.0,0,0,0
0.18181818181818182,18,1,0.0,65.0,0,0,0
0.10810810810810811,3,1,0.0,0.0,0,0,0
1.0,0,1,0.0,0.0,1,1,1
1.0,5,1,0.0,178.0,0,0,0
1.0,4,1,0.030000000000000027,63.0,0,0,0
0.125,10,1,0.0,0.0,0,0,0
1.0,20,1,0.0,0.0,0,0,0
1.0,0,1,0.0,0.0,0,0,0
0.32432432432432434,40,1,0.0,80.0,0,0,0
0.24242424242424243,3,1,0.0,0.0,0,0,0
0.23529411764705882,3,1,0.0,0.0,0,0,0
1.0,1,0,0.0,0.0,0,0,0
0.9166666666666666,1,1,0.0,0.0,0,0,1
1.0,27,1,0.0,0.0,1,0,0
1.0,28,0,0.08000000000000007,50.0,0,0,0
1.0,10,0,0.0,76.0,0,0,0
1.0,3,1,0.0,0.0,0,0,0
1.0,30,1,0.11999999999999988,60.0,1,0,0
0.1875,6,1,0.0,0.0,0,0,0
0.4,24,1,0.0,79.0,0,0,0
0.41379310344827586,5,1,0.0,0.0,1,0,0
1.0,1,1,0.0,0.0,0,0,0
0.07692307692307693,7,0,0.0,55.0,1,0,0
0.20689655172413793,13,1,0.0,0.0,0,0,0
0.9285714285714286,2,1,0.026917167785722285,0.0,1,0,1
0.9629629629629629,0,1,0.016429887877795535,0.0,1,1,1
1.0,12,0,0.0,0.0,0,0,0
0.2857142857142857,54,0,0.0,0.0,0,0,0
1.0,0,1,0.0,0.0,0,0,1
1.0,4,0,0.0,0.0,0,0,0
0.42857142857142855,26,1,0.0,0.0,0,0,0
0.34285714285714286,25,0,0.0,0.0,0,0,0
1.0,14,1,0.0,0.0,0,0,0
1.0,7,0,0.0,50.0,0,0,0
1.0,5,1,0.0,0.0,0,0,0
0.23255813953488372,4,1,0.1499999999999999,66.0,0,0,0
1.0,1,1,0.0,0.0,0,0,0
1.0,34,1,0.0,0.0,0,0,0
0.3076923076923077,2,1,0.050000000000000044,0.0,0,0,0
0.32,34,1,0.0,55.0,0,0,0
0.9166666666666666,1,1,0.02908634021603329,0.0,1,1,1
0.30303030303030304,6,1,0.0,0.0,0,0,0
0.22641509433962265,8,1,0.0,68.0,1,0,0
1.0,19,0,0.0,0.0,0,0,0
1.0,3,0,0.0,0.0,1,0,0
1.0,33,1,0.0,47.0,0,0,0
0.29411764705882354,8,1,0.19999999999999996,0.0,1,0,0
0.23529411764705882,33,1,0.0,0.0,0,0,0
1.0,1,1,0.050000000000000044,5.0,0,0,0
0.38461538461538464,34,1,0.0,0.0,0,0,0
0.2857142857142857,7,0,0.0,0.0,0,0,0
1.0,1,1,0.08000000000000007,73.0,0,0,0
0.2857142857142857,19,1,0.0,0.0,0,0,0
0.17391304347826086,4,1,0.0,60.0,0,0,0
0.3448275862068966,10,1,0.0,0.0,1,0,0
0.21428571428571427,16,1,0.0,0.0,0,0,0
0.25,2,1,0.0,0.0,0,0,0
1.0,11,1,0.0,2.5,0,1,0
0.14634146341463414,6,1,0.0,20.0,0,0,0
0.96875,0,1,0.025491433864515356,0.0,0,0,1
1.0,24,0,0.16999999999999993,2.0,0,0,0
1.0,12,1,0.0,78.0,0,0,0
1.0,0,1,0.0,0.0,0,0,0
0.41379310344827586,40,1,0.030000000000000027,0.0,0,0,0
0.3333333333333333,4,1,0.0,0.0,0,0,0
0.3076923076923077,6,1,0.0,0.0,0,0,0
1.0,0,0,0.0,0.0,0,0,0
0.35294117647058826,3,0,0.0,0.0,0,0,0
1.0,20,1,0.06000000000000005,70.0,0,0,0
1.0,4,1,0.0,0.0,0,0,0
0.1935483870967742,16,0,0.09000000000000008,0.0,0,0,0
0.4,12,1,0.0,0.0,0,0,0
1.0,0,1,0.0,0.0,1,1,1
1.0,8,1,0.0,0.0,0,0,0
0.3783783783783784,1,1,0.0,2.0,0,0,0
0.9473684210526315,1,1,0.0,0.0,0,0,1
0.27906976744186046,8,0,0.0,0.0,0,0,0
1.0,4,1,0.0,8.5,1,0,0
1.0,11,1,0.0,0.0,0,0,0
0.41379310344827586,10,1,0.0,0.0,0,0,0
0.25,12,1,0.010000000000000009,0.0,0,0,0
1.0,0,1,0.0,0.0,0,0,0
0.14285714285714285,17,1,0.0,0.0,0,0,0
1.0,5,1,0.0,85.0,0,0,0
0.972972972972973,1,1,0.0,0.0,0,0,1
0.2222222222222222,20,1,0.0,0.0,0,1,0
0.1951219512195122,36,1,0.030000000000000027,0.0,0,0,0
0.2631578947368421,2,0,0.0,0.0,0,0,0
0.3333333333333333,19,1,0.0,18.0,0,0,0
1.0,5,1,0.0,71.0,0,0,0
0.9629629629629629,2,1,0.019418306851454847,0.0,1,1,1
0.9166666666666666,0,1,0.0,0.0,0,0,1
0.30303030303030304,8,1,0.0,68.0,0,0,0
0.34285714285714286,13,0,0.0,187.0,0,0,0
0.2,29,1,0.0,0.0,0,0,0
1.0,0,0,0.0,0.0,0,0,0
